,LR Fold 1,RF Fold 1,GBM Fold 1,LR Fold 2,RF Fold 2,GBM Fold 2,LR Fold 3,RF Fold 3,GBM Fold 3,LR Fold 4,RF Fold 4,GBM Fold 4,LR Fold 5,RF Fold 5,GBM Fold 5
Political Contestation,,0.3990481657460753,0.424013158241686,,0.3368504571648819,0.1981382852058323,,0.35964757860807145,0.3008806966893657,,0.35325883245579764,0.24321068940088428,,0.3781714847602586,0.2845027524010518
FH_civ,,0.20128442800780907,0.2557018016877021,,0.15134372489153544,0.16932636430536008,,0.12268992878653288,0.16864758100174848,,0.12395471090357463,0.13857013694388948,,0.11529566140887419,0.17912443501639358
Eligible population,,0.39966740624611574,0.32028504007061187,,0.5118058179435827,0.6325353504888076,,0.5176624926053957,0.5304717223088858,,0.5227864566406277,0.6182191736552263,,0.5065328538308672,0.5363728125825546
Year,,,,,,,,,,,,,,,
Accuracy,0.9620853080568721,0.9478672985781991,0.9478672985781991,0.9795081967213115,0.9672131147540983,0.9713114754098361,0.9396551724137931,0.9396551724137931,0.9396551724137931,0.9802631578947368,1.0,0.9868421052631579,0.9834254143646409,0.9723756906077348,0.994475138121547
Precision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.0,0.3333333333333333,1.0
Recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666
ROC-AUC,0.5908251231527093,0.42395320197044334,0.6339285714285714,0.7259414225941423,0.705857740585774,0.9401673640167364,0.9102228047182176,0.8774574049803406,0.7280471821756226,0.7986577181208053,1.0,1.0,0.9578651685393259,0.791198501872659,0.9485018726591761
PR-AUC,0.08422716870762537,0.026391599293745936,0.04948351938098389,0.034641488174217056,0.07260263416001121,0.18618681318681318,0.26851998462220134,0.2795445485061658,0.5793744685085941,0.043575851393188855,1.0,1.0,0.1488927738927739,0.6765212961874534,0.6942899517982943
Train set size,466.0,466.0,466.0,677.0,677.0,677.0,921.0,921.0,921.0,1037.0,1037.0,1037.0,1189.0,1189.0,1189.0
Test set size,211.0,211.0,211.0,244.0,244.0,244.0,116.0,116.0,116.0,152.0,152.0,152.0,181.0,181.0,181.0
Train set decline share,"['False    0.969957', 'True     0.030043']","['False    0.969957', 'True     0.030043']","['False    0.969957', 'True     0.030043']","['False    0.967504', 'True     0.032496']","['False    0.967504', 'True     0.032496']","['False    0.967504', 'True     0.032496']","['False    0.970684', 'True     0.029316']","['False    0.970684', 'True     0.029316']","['False    0.970684', 'True     0.029316']","['False    0.967213', 'True     0.032787']","['False    0.967213', 'True     0.032787']","['False    0.967213', 'True     0.032787']","['False    0.968881', 'True     0.031119']","['False    0.968881', 'True     0.031119']","['False    0.968881', 'True     0.031119']"
Test set decline share,"['False    0.962085', 'True     0.037915']","['False    0.962085', 'True     0.037915']","['False    0.962085', 'True     0.037915']","['False    0.979508', 'True     0.020492']","['False    0.979508', 'True     0.020492']","['False    0.979508', 'True     0.020492']","['False    0.939655', 'True     0.060345']","['False    0.939655', 'True     0.060345']","['False    0.939655', 'True     0.060345']","['False    0.980263', 'True     0.019737']","['False    0.980263', 'True     0.019737']","['False    0.980263', 'True     0.019737']","['False    0.983425', 'True     0.016575']","['False    0.983425', 'True     0.016575']","['False    0.983425', 'True     0.016575']"
