,LR Fold 1,RF Fold 1,GBM Fold 1,LR Fold 2,RF Fold 2,GBM Fold 2,LR Fold 3,RF Fold 3,GBM Fold 3,LR Fold 4,RF Fold 4,GBM Fold 4,LR Fold 5,RF Fold 5,GBM Fold 5
Political Contestation,,0.4190709695453161,0.5897455378755441,,0.32910315088284364,0.31573294032134286,,0.36498294085423544,0.34578459235172393,,0.3472267899149506,0.4156831253931047,,0.3778960728758221,0.40123802441129475
FH_civ,,0.1603892516986966,0.04842294872562301,,0.19818844142743322,0.2290776915492547,,0.16501768738427575,0.190708431720871,,0.17130461419903525,0.2223042005035067,,0.14847676371432394,0.19150292099403177
Eligible population,,0.4205397787559872,0.36183151339883285,,0.47270840768972305,0.45518936812940247,,0.4699993717614887,0.46350697592740503,,0.4814685958860142,0.3620126741033886,,0.47362716340985395,0.40725905459467354
Year,,,,,,,,,,,,,,,
Accuracy,0.9241706161137441,0.9052132701421801,0.909952606635071,0.9590163934426229,0.9426229508196722,0.9426229508196722,0.9396551724137931,0.9396551724137931,0.9396551724137931,0.9802631578947368,0.993421052631579,0.9605263157894737,0.9226519337016574,0.9558011049723757,0.9337016574585635
Precision,0.0,0.0,0.0,0.0,0.35294117647058826,0.3684210526315789,0.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.0,0.75,0.6666666666666666
Recall,0.0,0.0,0.0,0.0,0.6666666666666666,0.7777777777777778,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6428571428571429,0.2857142857142857
ROC-AUC,0.8078525641025641,0.665224358974359,0.632051282051282,0.8302600472813239,0.9612293144208037,0.941371158392435,0.8971166448230667,0.9056356487549146,0.8538663171690695,0.7897091722595079,1.0,1.0,0.9202309666381523,0.9193755346449958,0.9086826347305389
PR-AUC,0.5976606524610593,0.11815057828113133,0.11749765413985168,0.0982589507603538,0.5071601725110497,0.26730350664349145,0.24202741702741704,0.2700083542188805,0.2183727281288257,0.0419467787114846,1.0,1.0,0.3700327572210891,0.7288428164135237,0.5540934124177057
Train set size,466.0,466.0,466.0,677.0,677.0,677.0,921.0,921.0,921.0,1037.0,1037.0,1037.0,1189.0,1189.0,1189.0
Test set size,211.0,211.0,211.0,244.0,244.0,244.0,116.0,116.0,116.0,152.0,152.0,152.0,181.0,181.0,181.0
Train set decline share,"['False    0.94206', 'True     0.05794']","['False    0.94206', 'True     0.05794']","['False    0.94206', 'True     0.05794']","['False    0.936484', 'True     0.063516']","['False    0.936484', 'True     0.063516']","['False    0.936484', 'True     0.063516']","['False    0.94354', 'True     0.05646']","['False    0.94354', 'True     0.05646']","['False    0.94354', 'True     0.05646']","['False    0.943105', 'True     0.056895']","['False    0.943105', 'True     0.056895']","['False    0.943105', 'True     0.056895']","['False    0.947855', 'True     0.052145']","['False    0.947855', 'True     0.052145']","['False    0.947855', 'True     0.052145']"
Test set decline share,"['False    0.924171', 'True     0.075829']","['False    0.924171', 'True     0.075829']","['False    0.924171', 'True     0.075829']","['False    0.963115', 'True     0.036885']","['False    0.963115', 'True     0.036885']","['False    0.963115', 'True     0.036885']","['False    0.939655', 'True     0.060345']","['False    0.939655', 'True     0.060345']","['False    0.939655', 'True     0.060345']","['False    0.980263', 'True     0.019737']","['False    0.980263', 'True     0.019737']","['False    0.980263', 'True     0.019737']","['False    0.922652', 'True     0.077348']","['False    0.922652', 'True     0.077348']","['False    0.922652', 'True     0.077348']"
