,LR Fold 1,RF Fold 1,GBM Fold 1,LR Fold 2,RF Fold 2,GBM Fold 2,LR Fold 3,RF Fold 3,GBM Fold 3,LR Fold 4,RF Fold 4,GBM Fold 4,LR Fold 5,RF Fold 5,GBM Fold 5
Political Contestation,,0.5000888625189058,0.6932310154268709,,0.42276542305593273,0.6054557955812943,,0.3855443304310618,0.4288542984739434,,0.3456541298180489,0.29633482701701225,,0.34236288041265894,0.2974272686241838
FH_civ,,0.1631411835207857,0.05524382215674214,,0.1519243857270042,0.04802569977614847,,0.13930613352295093,0.057308024887193915,,0.17834913731965887,0.24034991910641337,,0.16251872415919022,0.21003072745164447
Eligible population,,0.33676995396030845,0.251525162416387,,0.4253101912170631,0.34651850464255723,,0.4751495360459873,0.5138376766388628,,0.4759967328622923,0.46331525387657435,,0.49511839542815095,0.4925420039241717
Year,,,,,,,,,,,,,,,
Accuracy,0.9619565217391305,0.9402173913043478,0.9293478260869565,0.9538461538461539,0.9538461538461539,0.9538461538461539,0.9135802469135802,0.9135802469135802,0.9074074074074074,0.9672131147540983,0.9453551912568307,0.9344262295081968,0.9107142857142857,0.9464285714285714,0.9375
Precision,0.0,0.35714285714285715,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.75,0.6666666666666666
Recall,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6,0.6
ROC-AUC,0.8922518159806295,0.8660209846650524,0.7873284907183211,0.566532258064516,0.4791666666666667,0.6021505376344086,0.917953667953668,0.731418918918919,0.4676640926640927,0.8182674199623353,0.9576271186440678,0.9411487758945387,0.9588235294117647,0.9210784313725489,0.9205882352941176
PR-AUC,0.29526307522138373,0.4382332643202208,0.37146270086505884,0.3161706349206349,0.19891826923076922,0.2380096970213249,0.6521045950175304,0.13622164842555567,0.08130008594529493,0.08024748834155557,0.2695601851851852,0.5578605200945627,0.5286204146730462,0.741537356321839,0.628721083976502
Train set size,245.0,245.0,245.0,429.0,429.0,429.0,559.0,559.0,559.0,721.0,721.0,721.0,904.0,904.0,904.0
Test set size,184.0,184.0,184.0,130.0,130.0,130.0,162.0,162.0,162.0,183.0,183.0,183.0,112.0,112.0,112.0
Train set decline share,"['False    0.922449', 'True     0.077551']","['False    0.922449', 'True     0.077551']","['False    0.922449', 'True     0.077551']","['False    0.939394', 'True     0.060606']","['False    0.939394', 'True     0.060606']","['False    0.939394', 'True     0.060606']","['False    0.942755', 'True     0.057245']","['False    0.942755', 'True     0.057245']","['False    0.942755', 'True     0.057245']","['False    0.9362', 'True     0.0638']","['False    0.9362', 'True     0.0638']","['False    0.9362', 'True     0.0638']","['False    0.942478', 'True     0.057522']","['False    0.942478', 'True     0.057522']","['False    0.942478', 'True     0.057522']"
Test set decline share,"['False    0.961957', 'True     0.038043']","['False    0.961957', 'True     0.038043']","['False    0.961957', 'True     0.038043']","['False    0.953846', 'True     0.046154']","['False    0.953846', 'True     0.046154']","['False    0.953846', 'True     0.046154']","['False    0.91358', 'True     0.08642']","['False    0.91358', 'True     0.08642']","['False    0.91358', 'True     0.08642']","['False    0.967213', 'True     0.032787']","['False    0.967213', 'True     0.032787']","['False    0.967213', 'True     0.032787']","['False    0.910714', 'True     0.089286']","['False    0.910714', 'True     0.089286']","['False    0.910714', 'True     0.089286']"
