,LR Fold 1,RF Fold 1,GBM Fold 1,LR Fold 2,RF Fold 2,GBM Fold 2,LR Fold 3,RF Fold 3,GBM Fold 3,LR Fold 4,RF Fold 4,GBM Fold 4,LR Fold 5,RF Fold 5,GBM Fold 5
Political Contestation,,0.3712117980117516,0.5335768216217652,,0.3947964654478103,0.46976626843472136,,0.3427194309538822,0.2525577924466451,,0.3611634287344548,0.2281681034633325,,0.35423863661878463,0.29007756940871754
FH_civ,,0.27058852644174974,0.23010971422655715,,0.2234521526073524,0.20688758896745998,,0.16230732995564917,0.1733776976924209,,0.14495249293899465,0.14581975292393118,,0.12489312834467,0.15716215481174403
Eligible population,,0.3581996755464986,0.23631346415167756,,0.38175138194483726,0.3233461425978186,,0.49497323909046875,0.5740645098609339,,0.4938840783265505,0.6260121436127363,,0.5208682350365454,0.5527602757795385
Year,,,,,,,,,,,,,,,
Accuracy,0.9836956521739131,0.9510869565217391,0.9510869565217391,0.9538461538461539,0.9538461538461539,0.9538461538461539,0.9691358024691358,0.9629629629629629,0.9506172839506173,0.9836065573770492,0.9781420765027322,0.9726775956284153,0.9732142857142857,0.9910714285714286,0.9910714285714286
Precision,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Recall,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666
ROC-AUC,0.8103130755064457,0.7928176795580109,0.927255985267035,0.5315860215053764,0.5262096774193549,0.7620967741935484,0.7242038216560509,0.4050955414012739,0.619108280254777,0.7490740740740741,0.9842592592592592,0.8537037037037036,0.9464831804281346,0.775229357798165,0.9311926605504587
PR-AUC,0.0715594083210117,0.6766304347826086,0.383015873015873,0.25841118214557107,0.20904558404558404,0.3987158985293313,0.055214998280013756,0.021564364419538733,0.03556407854653469,0.030489769457971924,0.3125,0.20510821546571628,0.1835016835016835,0.6794642857142856,0.6997863247863247
Train set size,245.0,245.0,245.0,429.0,429.0,429.0,559.0,559.0,559.0,721.0,721.0,721.0,904.0,904.0,904.0
Test set size,184.0,184.0,184.0,130.0,130.0,130.0,162.0,162.0,162.0,183.0,183.0,183.0,112.0,112.0,112.0
Train set decline share,"['False    0.959184', 'True     0.040816']","['False    0.959184', 'True     0.040816']","['False    0.959184', 'True     0.040816']","['False    0.969697', 'True     0.030303']","['False    0.969697', 'True     0.030303']","['False    0.969697', 'True     0.030303']","['False    0.966011', 'True     0.033989']","['False    0.966011', 'True     0.033989']","['False    0.966011', 'True     0.033989']","['False    0.966713', 'True     0.033287']","['False    0.966713', 'True     0.033287']","['False    0.966713', 'True     0.033287']","['False    0.970133', 'True     0.029867']","['False    0.970133', 'True     0.029867']","['False    0.970133', 'True     0.029867']"
Test set decline share,"['False    0.983696', 'True     0.016304']","['False    0.983696', 'True     0.016304']","['False    0.983696', 'True     0.016304']","['False    0.953846', 'True     0.046154']","['False    0.953846', 'True     0.046154']","['False    0.953846', 'True     0.046154']","['False    0.969136', 'True     0.030864']","['False    0.969136', 'True     0.030864']","['False    0.969136', 'True     0.030864']","['False    0.983607', 'True     0.016393']","['False    0.983607', 'True     0.016393']","['False    0.983607', 'True     0.016393']","['False    0.973214', 'True     0.026786']","['False    0.973214', 'True     0.026786']","['False    0.973214', 'True     0.026786']"
